"","TCGA-3X-AAV9-01A","TCGA-4G-AAZT-01A","TCGA-W5-AA2G-01A","TCGA-W5-AA2O-01A","TCGA-W5-AA30-01A","TCGA-W5-AA33-01A","TCGA-W6-AA0S-01A","TCGA-ZH-A8Y2-01A","TCGA-ZH-A8Y6-01A","TCGA-ZU-A8S4-01A","TCGA-W5-AA2I-11A","TCGA-W5-AA2Q-11A","TCGA-W5-AA2R-11A","TCGA-W5-AA2U-11A","TCGA-W5-AA2X-11A","TCGA-W5-AA30-11A","TCGA-W5-AA31-11A","TCGA-W5-AA34-11A","TCGA-ZU-A8S4-11A"
"ENSG00000135902.10","1","28","0","1","13","4","0","41","975","0","0","0","0","0","0","23","0","0","0"
"ENSG00000135903.20","5","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000135905.20","738","66","425","1205","869","930","622","793","319","3512","94","292","274","202","271","327","339","199","277"
"ENSG00000135912.11","965","666","2329","1867","1818","3612","1185","3822","1133","924","259","213","407","301","347","334","284","439","200"
"ENSG00000135913.11","201","49","441","187","636","523","361","467","724","128","50","34","180","77","94","68","140","158","77"
"ENSG00000135914.6","186","39","66","37","161","38","16","15","58","57","20","28","34","20","19","60","32","30","16"
"ENSG00000135916.16","10754","1679","4728","6119","7313","3427","4471","4237","5663","3222","1822","1648","793","911","1034","1799","1353","1238","1332"
"ENSG00000135917.16","71","3796","306","296","1119","1273","120","578","238","103","1856","700","1766","949","795","884","1872","1391","1151"
"ENSG00000135919.14","3643","600","11285","890","967","2037","3240","3352","635","5127","328","642","242","322","529","792","269","396","351"
"ENSG00000135924.16","4687","8645","8029","6153","4592","4915","9013","5035","5409","4216","1788","1400","1985","1477","1799","1691","1679","2116","1308"
"ENSG00000135925.9","1316","299","799","873","180","41","716","70","5","60","4","7","10","12","100","14","6","5","3"
"ENSG00000135926.15","14082","9313","11673","7261","11665","14821","13402","7279","21659","11806","4037","3058","3557","2491","3392","3541","4174","4669","3835"
"ENSG00000135929.9","2165","1514","7683","3504","806","4899","1093","2861","365","1036","27332","23060","25438","30416","22605","29468","33272","31881","25735"
"ENSG00000135930.14","2438","5650","2960","3223","3440","2465","2854","4026","3695","3118","1854","1323","1642","1465","1356","1591","1799","2071","1710"
"ENSG00000135931.18","684","944","918","1173","1271","1099","740","1009","518","1000","39","67","52","52","110","103","50","61","47"
"ENSG00000135932.11","3595","2073","6053","2840","3153","3018","3953","3746","7610","5931","1333","974","1925","1404","1426","1385","1798","2392","1345"
"ENSG00000135940.7","3557","9813","4290","5771","3757","1962","11526","4289","8497","4528","5395","2966","3290","4258","3413","4008","4028","5414","3994"
"ENSG00000135945.10","1258","255","1510","1161","1469","1597","1325","1801","1660","970","516","320","632","499","641","489","699","803","425"
"ENSG00000135951.16","127","183","198","197","177","362","154","136","215","93","58","31","51","46","47","42","68","48","37"
"ENSG00000135953.11","854","413","1319","858","1135","914","822","1176","2557","473","522","306","866","406","530","409","812","942","973"
"ENSG00000135956.9","7595","4791","10412","7047","5431","9812","12483","10661","12412","6674","2236","1940","2905","1896","2436","2468","2639","2983","2238"
"ENSG00000135960.10","391","159","355","3","110","29","30","225","44","25","107","6","16","30","14","26","151","144","36"
"ENSG00000135966.13","1712","760","2014","1214","2006","1529","1942","1826","2892","1259","235","272","434","263","369","300","358","474","330"
"ENSG00000135968.21","1893","1520","5122","1735","3727","3360","3023","5661","2796","1456","486","378","1137","654","670","641","582","852","621"
"ENSG00000135972.9","518","454","435","426","671","490","647","449","1153","462","363","208","253","273","271","250","353","405","279"
"ENSG00000135973.3","4","0","1","0","17","3","0","4","8","3","0","1","1","1","3","1","1","0","0"
"ENSG00000135974.10","908","292","1089","625","975","979","639","1012","1174","652","253","200","232","242","338","290","350","401","262"
"ENSG00000135976.20","124","6","244","91","161","180","162","98","77","70","30","17","27","17","36","9","14","40","23"
"ENSG00000135999.12","1145","346","1165","656","1327","1551","1000","1793","2460","663","346","280","466","372","417","399","515","592","404"
"ENSG00000136002.20","609","155","49","10","454","83","22","8","1299","16","42","4","1","48","8","23","45","3","75"
"ENSG00000136003.16","3690","4528","2925","2672","5862","2953","2414","2982","5949","3332","1941","1388","1865","2117","1932","2018","2202","2556","1779"
"ENSG00000136010.14","524","19","184","60","204","304","113","42","139","243","14","22","11","16","28","34","18","28","31"
"ENSG00000136011.15","65","8","203","33","51","351","13","20","37","90","178","708","719","239","1175","680","887","608","952"
"ENSG00000136014.12","55","11","8","82","33","75","23","17","23","14","3","9","9","5","13","11","5","7","11"
"ENSG00000136021.19","2298","761","2357","1867","2517","2661","1236","2366","3091","2125","1160","643","1210","605","1043","953","1753","2092","1003"
"ENSG00000136026.14","9508","5694","4801","4620","7870","4797","1417","5482","4907","14742","1023","1384","1562","1617","1506","1637","1549","1596","1507"
"ENSG00000136040.9","994","122","369","284","610","660","771","707","804","664","73","87","71","112","141","166","113","70","88"
"ENSG00000136044.12","2162","2886","2533","4907","5402","2107","1369","3044","5401","2196","495","454","607","647","639","532","565","640","831"
"ENSG00000136045.12","2366","2869","1873","2496","2752","2378","1751","1974","2099","3148","708","520","941","964","703","777","894","1138","756"
"ENSG00000136048.14","4232","2407","2094","2234","1181","1489","835","1974","270","1509","181","213","225","203","284","209","239","223","164"
"ENSG00000136051.15","2036","1001","2551","2386","3000","2936","1590","2776","4190","1731","1398","865","1350","952","1355","1325","1809","2514","1263"
"ENSG00000136052.9","1000","490","2474","2805","2296","3143","1242","1529","4702","813","3701","1825","4065","3216","2625","3768","6140","4823","4607"
"ENSG00000136059.14","1826","571","103","28","1142","446","78","565","332","792","32","87","33","53","108","110","49","60","43"
"ENSG00000136068.15","15814","7805","8360","4900","9441","20088","10029","9304","22922","10778","4304","3670","10669","5045","4518","4791","5967","6036","3546"
"ENSG00000136098.17","453","290","209","199","197","170","219","496","880","343","191","143","134","135","225","244","215","238","238"
"ENSG00000136099.13","17","0","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0"
"ENSG00000136100.14","1780","841","1606","1014","1348","1526","1715","2473","3538","1049","1134","764","1146","825","1089","975","1403","1472","1101"
"ENSG00000136104.21","1053","850","820","744","975","693","1634","1003","926","1081","293","230","208","294","184","311","393","356","272"
"ENSG00000136108.15","418","138","619","391","678","413","1046","594","984","2460","93","112","58","61","98","69","142","299","57"
"ENSG00000136110.13","0","0","0","0","0","2","2","0","0","1","1","3","0","0","0","0","1","0","0"
"ENSG00000136111.14","1217","219","680","1016","712","4328","1535","1193","541","1274","655","445","633","616","778","757","1052","1333","760"
"ENSG00000136114.17","354","110","223","109","342","111","74","156","403","215","32","73","46","31","108","147","54","36","66"
"ENSG00000136122.18","96","16","71","62","124","71","113","108","109","136","29","22","11","9","22","18","24","22","7"
"ENSG00000136141.15","1444","738","1342","726","1119","1128","1346","1409","1072","1156","386","442","747","537","539","475","566","909","338"
"ENSG00000136143.16","1258","574","1098","602","980","798","2009","1099","3887","1720","556","433","607","575","661","630","702","770","608"
"ENSG00000136144.12","1062","550","650","905","1443","831","986","1842","2044","812","330","243","309","211","432","363","442","542","339"
"ENSG00000136146.15","1159","1050","835","844","843","640","1367","1137","1399","1118","490","360","432","577","527","491","542","729","459"
"ENSG00000136147.18","1182","1248","451","550","1158","786","1121","583","1542","1811","428","367","262","521","578","451","336","576","455"
"ENSG00000136149.6","347","1191","178","618","263","248","218","218","120","143","104","95","77","97","68","78","33","119","59"
"ENSG00000136152.15","1207","752","1510","990","1167","1333","1591","1708","2229","1082","1059","654","1476","1266","1218","975","1282","1483","1494"
"ENSG00000136153.20","3265","794","3391","1202","3487","4105","2346","4205","5437","1878","2226","1431","3230","2300","2145","1920","2824","2854","2212"
"ENSG00000136155.17","650","0","13","58","10","9","88","3","58","151","1","0","0","0","12","6","0","0","1"
"ENSG00000136156.15","28602","13285","20680","14436","13796","12612","24088","17624","31750","20226","12968","9721","10980","13620","11546","13288","11749","15360","11748"
"ENSG00000136158.12","1408","258","1525","927","624","1337","1137","996","841","789","442","556","2112","1049","880","848","692","868","1203"
"ENSG00000136159.4","604","452","602","606","488","342","982","1048","1060","832","367","313","382","332","337","296","481","705","381"
"ENSG00000136160.17","1359","521","872","319","466","1928","489","997","4587","390","1092","1778","1093","1705","1461","1922","1566","1681","1813"
"ENSG00000136161.13","726","200","334","174","682","423","323","397","539","403","260","285","240","206","382","316","385","396","297"
"ENSG00000136167.15","14388","1568","3453","1605","3658","10730","4883","2525","534","6446","971","2517","1643","1601","1567","2121","1702","1186","2779"
"ENSG00000136169.16","646","261","420","362","632","662","689","622","733","635","303","357","179","386","365","299","438","412","240"
"ENSG00000136193.17","2908","1565","5399","6217","6218","9735","9206","9691","6369","3521","104","185","175","171","382","287","131","167","145"
"ENSG00000136197.13","10","18","11","9","23","11","13","9","9","9","6","3","1","13","3","3","4","8","6"
"ENSG00000136205.17","7546","2131","8717","2591","7547","10340","13730","11180","5681","4232","3114","3236","3739","2633","2956","2991","3394","4606","3521"
"ENSG00000136206.4","5","0","5","6","20","24","7","20","11","5","5","2","2","0","4","1","2","7","4"
"ENSG00000136213.10","1509","762","629","786","1023","866","1270","998","354","1245","247","270","172","258","290","523","220","217","181"
"ENSG00000136231.14","380","0","148","265","66","127","318","1315","5","84","2","1","8","4","0","4","20","10","3"
"ENSG00000136235.17","10516","1050","7915","1280","3227","4186","7605","1134","992","5098","299","1030","529","3680","1661","1036","673","326","492"
"ENSG00000136237.19","1950","1091","4368","1721","3980","6796","3642","6369","4880","828","615","506","1230","813","764","820","660","895","810"
"ENSG00000136238.18","12173","15731","13768","18703","15013","9769","17501","12789","11958","12957","3799","3547","4318","3915","4313","4052","4428","4981","3476"
"ENSG00000136240.10","10728","9113","17784","16221","10917","7946","11393","8383","17726","9573","9084","6868","9895","8201","7379","9498","11166","10066","10717"
"ENSG00000136243.17","318","105","411","429","904","668","389","453","604","269","183","98","167","109","209","158","200","194","123"
"ENSG00000136244.12","47","26","83","11","69","225","921","6","2","128","2","10","24","20","10","11","130","1","5"
"ENSG00000136247.15","1166","1017","2205","1714","1457","2039","2501","2198","592","731","549","408","536","628","487","587","789","567","568"
"ENSG00000136250.12","887","349","397","133","413","582","283","330","70","809","57","302","184","246","214","239","150","77","252"
"ENSG00000136261.15","1767","875","2421","5110","2828","1701","3891","1023","1435","1519","274","248","464","351","315","355","278","451","344"
"ENSG00000136267.14","34","0","1","0","17","8","1","1","66","2","6","11","12","9","10","18","11","15","1"
"ENSG00000136270.14","2109","4077","3563","4755","3526","2678","4769","2822","3471","2092","1447","1015","1394","1124","1235","1209","1481","1741","1253"
"ENSG00000136271.10","2462","4619","3759","6398","4868","3409","3601","2804","3195","2377","1490","1111","1633","1384","1559","1378","1706","1649","1224"
"ENSG00000136273.13","593","249","739","648","651","816","818","584","781","478","373","245","396","360","363","300","397","412","575"
"ENSG00000136274.9","167","315","37","45","54","84","124","88","21","40","10","22","18","16","33","29","14","6","11"
"ENSG00000136275.10","0","0","0","1","0","4","2","0","0","1","0","0","0","0","0","0","0","0","0"
"ENSG00000136279.21","5727","5951","5579","6298","4239","5182","6446","5488","4790","5881","1853","1753","1487","1415","1886","1761","2148","1852","1830"
"ENSG00000136280.17","2676","2568","3075","3131","2271","1816","2882","1520","2150","3037","2194","1814","3077","1923","1956","2169","2145","2288","2694"
"ENSG00000136286.16","702","229","211","146","455","606","595","149","44","1008","64","241","93","115","164","185","83","74","126"
"ENSG00000136295.15","7932","1459","14329","5042","6462","6521","8568","5434","3097","7565","1478","1095","648","506","1187","782","794","2331","637"
"ENSG00000136297.15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000136305.11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000136315.4","1","0","2","0","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0"
"ENSG00000136319.12","554","105","355","567","601","898","702","443","674","351","97","120","90","122","161","132","140","176","124"
