"","TCGA-3L-AA1B-01A","TCGA-A6-6653-01A","TCGA-AA-3530-01A","TCGA-AA-3556-01A","TCGA-AA-3858-01A","TCGA-AA-A00D-01A","TCGA-AY-A71X-01A","TCGA-AZ-6599-01A","TCGA-CM-6676-01A","TCGA-D5-6530-01A","TCGA-A6-2678-11A","TCGA-A6-2680-11A","TCGA-A6-5665-11A","TCGA-AA-3511-11A","TCGA-AA-3522-11A","TCGA-AA-3655-11A","TCGA-AA-3660-11A","TCGA-AA-3712-11A","TCGA-AZ-6599-11A","TCGA-AZ-6603-11A"
"ENSG00000166263.13","464","382","196","403","94","138","363","249","659","317","293","494","212","307","361","224","156","255","403","396"
"ENSG00000166265.13","253","147","65","111","121","162","64","128","243","118","680","521","282","453","447","411","413","363","1190","938"
"ENSG00000166266.14","1273","1149","808","810","560","606","1092","1139","1563","1267","1581","1536","1061","1246","1829","1390","988","1241","1574","1155"
"ENSG00000166268.11","25","430","9","14","14","5","60","7","3","4","38","2023","16","9","31","5","6","8","7","4"
"ENSG00000166272.18","2292","2038","850","1190","1221","1250","2753","1859","2683","2911","5110","5227","3434","3705","5891","3931","2889","3605","4349","3715"
"ENSG00000166275.16","636","696","381","267","303","227","1234","472","756","791","1106","1174","605","954","1124","1407","1073","744","881","738"
"ENSG00000166278.15","1107","313","782","360","805","2719","251","1481","510","1336","507","365","173","313","513","409","219","357","751","1818"
"ENSG00000166289.6","158","108","129","58","299","324","64","87","157","519","253","325","162","213","406","456","306","189","390","430"
"ENSG00000166292.12","61","16","19","12","12","17","11","16","34","4","830","570","321","347","665","459","284","498","728","717"
"ENSG00000166295.9","3577","2064","2055","2522","1442","1556","6668","5419","3639","3194","5284","6778","2609","4158","5702","6825","4581","4006","3932","4259"
"ENSG00000166311.10","1331","824","464","776","448","401","938","818","624","619","3944","4298","5170","3051","7296","2385","2578","3412","4070","2452"
"ENSG00000166313.19","459","168","132","61","141","119","79","63","334","126","974","1214","409","691","648","1171","437","468","839","1565"
"ENSG00000166317.12","4","5","2","1","1","0","2","3","1","1","2","9","2","4","3","1","3","3","3","2"
"ENSG00000166321.14","141","41","75","95","13","21","282","152","169","65","193","154","77","139","197","154","111","193","128","97"
"ENSG00000166323.13","23","12","15","29","1","16","23","41","18","9","22","12","9","8","19","9","16","16","23","15"
"ENSG00000166326.7","5638","4640","3078","3029","1917","2555","5038","3307","6674","3752","5651","5303","3061","5601","6283","3579","2155","4023","5223","5362"
"ENSG00000166329.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166333.14","69","10","19","16","4","6","59","17","22","27","33","14","27","25","21","20","12","59","34","62"
"ENSG00000166337.10","214","45","161","103","61","135","239","88","122","68","128","101","75","108","119","53","45","216","125","128"
"ENSG00000166340.17","4374","3760","1718","3848","2807","3346","4431","3635","5975","5142","9705","12159","5496","6390","10323","5346","3780","5960","9204","10577"
"ENSG00000166341.8","1523","646","410","178","1246","734","540","128","1334","643","1465","1105","569","1093","1300","793","348","1115","1963","2800"
"ENSG00000166342.19","3","3","0","0","0","0","0","0","0","1","3","0","5","17","0","9","3","7","0","7"
"ENSG00000166343.10","87","10","50","11","19","27","142","42","48","41","55","54","35","55","57","40","34","102","67","62"
"ENSG00000166347.19","1297","3371","775","1028","1125","836","3103","1287","2825","2143","4728","18670","2451","2944","4154","5402","3017","3042","3136","3121"
"ENSG00000166348.18","3903","2399","1360","1763","951","1124","3379","4161","1881","4659","3668","2567","1857","3358","4379","1695","1726","3233","3023","1916"
"ENSG00000166349.10","189","76","89","23","24","43","57","31","170","57","160","296","73","98","178","63","86","66","103","63"
"ENSG00000166351.10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166352.17","312","203","86","191","59","119","407","176","344","215","297","261","147","191","284","450","219","150","209","395"
"ENSG00000166359.11","51","17","9","17","9","9","93","33","67","29","32","43","18","31","42","24","19","19","47","23"
"ENSG00000166363.5","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"ENSG00000166368.2","1","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","3","0"
"ENSG00000166377.20","746","595","199","343","346","291","1361","780","795","1104","1395","971","968","1075","1714","855","626","970","1345","1081"
"ENSG00000166387.13","2747","1757","959","1076","966","996","4173","2344","1810","2350","3341","2975","2040","2907","3822","2141","1998","3241","2407","1244"
"ENSG00000166391.15","139","252","182","251","945","7","1788","3126","91","3166","10220","25627","6451","5950","10859","5199","6518","5843","8354","3132"
"ENSG00000166394.15","231","141","156","187","179","420","496","578","209","685","241","197","128","241","312","252","192","276","243","328"
"ENSG00000166396.13","3","6","0","372","4","0","3","0","0","67","0","2","3","0","0","1","0","0","0","1"
"ENSG00000166398.14","2036","781","849","728","601","410","1685","1873","2562","1188","2771","1476","1220","2205","2616","1315","1045","2097","2254","1567"
"ENSG00000166401.15","510","735","198","331","185","191","1285","513","270","758","486","704","761","713","647","489","452","574","496","738"
"ENSG00000166402.9","159","26","15","21","19","30","13","6","89","28","354","426","161","259","218","190","98","171","315","517"
"ENSG00000166405.15","55","1","8","0","0","7","1","7","2","7","89","96","45","127","65","96","12","70","58","262"
"ENSG00000166407.14","2","0","1","0","0","0","2","0","0","0","2","2","9","1","1","1","0","3","3","2"
"ENSG00000166408.4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166411.14","923","1713","826","580","608","411","1017","613","935","715","2466","2826","1712","2275","3223","2258","1505","2561","2315","1464"
"ENSG00000166415.15","457","103","374","7","39","375","2037","3462","226","1347","175","88","55","165","20","87","8","238","39","27"
"ENSG00000166426.8","11","0","7","4","22","0","17","4","7","4","48","68","39","15","60","25","9","44","27","53"
"ENSG00000166428.14","268","41","66","54","72","47","18","10","66","43","186","250","133","357","371","282","119","99","34","29"
"ENSG00000166432.15","1001","78","119","26","6","215","651","91","63","22","196","152","149","251","167","165","76","227","203","450"
"ENSG00000166435.15","209","359","182","109","437","209","214","669","459","421","497","89","79","180","211","405","222","590","859","233"
"ENSG00000166436.16","1290","113","544","230","153","315","866","557","831","372","893","750","538","637","698","468","219","822","684","493"
"ENSG00000166439.6","607","629","424","441","243","284","563","446","524","719","779","543","349","642","889","314","212","608","856","605"
"ENSG00000166441.13","45326","31486","15533","11180","20245","16765","70043","46568","40334","58036","38246","33114","17495","37275","44124","51383","36338","26029","28403","29439"
"ENSG00000166444.19","2614","2964","869","709","618","1046","1992","1800","1311","3855","2807","2270","1030","2389","2412","2700","1574","1865","3078","4116"
"ENSG00000166446.15","516","175","220","190","72","308","203","118","271","213","389","1156","193","539","358","169","119","300","352","272"
"ENSG00000166448.15","45","7","4","12","11","7","0","8","58","12","135","238","89","88","94","78","37","29","116","384"
"ENSG00000166450.13","29","5","6","8","9","7","1","4","14","3","38","34","21","34","38","33","17","38","39","52"
"ENSG00000166451.13","290","698","288","332","207","302","428","322","298","327","232","161","134","258","365","274","185","187","294","228"
"ENSG00000166452.12","866","657","313","513","482","516","885","664","1069","824","687","609","303","529","831","695","541","469","720","696"
"ENSG00000166454.10","2037","2943","1309","1604","938","1049","2834","2582","2384","2717","3845","4283","2316","2811","4225","2730","1849","2698","2964","2412"
"ENSG00000166455.14","2","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","0"
"ENSG00000166471.11","1727","2161","1423","1187","629","508","2653","2231","2449","2437","2013","3517","2183","1819","2828","1509","1510","1678","2169","1349"
"ENSG00000166473.17","5","4","1","1","1","7","10","2","10","2","78","27","31","40","72","17","20","48","111","217"
"ENSG00000166477.13","1258","1464","506","729","567","338","1731","897","881","1599","1648","1184","1187","1676","2209","815","891","1116","1262","1136"
"ENSG00000166478.10","564","717","368","464","337","231","782","590","739","691","670","718","439","812","863","797","474","554","695","579"
"ENSG00000166479.10","1356","1027","744","921","328","600","2500","1509","1536","1262","1358","1167","989","1445","1504","1162","912","1390","1585","1459"
"ENSG00000166482.12","6013","635","476","495","1315","642","154","311","4315","792","13687","7448","4339","7151","9487","7869","4553","6485","8723","17535"
"ENSG00000166483.11","1838","2443","1983","1512","923","551","2651","3221","4741","2233","1691","2030","722","1682","1983","1076","729","1183","1508","1132"
"ENSG00000166484.20","980","841","392","223","376","215","1183","1003","833","771","1563","1374","1366","1278","1847","893","950","2132","1603","1250"
"ENSG00000166492.9","24","4","17","1","1","0","7","7","16","10","11","6","5","8","14","10","5","13","9","14"
"ENSG00000166501.14","283","113","159","128","78","340","22","52","57","304","1392","1313","894","2510","1232","908","309","834","435","1740"
"ENSG00000166503.9","449","191","205","140","112","166","61","54","1804","133","769","918","477","823","492","1295","472","552","920","1623"
"ENSG00000166507.19","22","1","16","5","9","6","11","12","6","4","10","5","4","11","12","3","1","13","9","6"
"ENSG00000166508.18","11645","17057","3747","4056","6997","4695","8364","6219","14723","9117","5055","3861","2643","8179","8087","4699","3518","4331","5630","5279"
"ENSG00000166509.12","2","0","0","3","0","2","0","0","0","0","5","1","0","1","1","2","1","1","1","2"
"ENSG00000166510.14","283","1015","291","526","93","109","1057","758","274","1009","2233","3472","3605","1760","3748","1425","1867","2930","2126","968"
"ENSG00000166523.8","10","62","3","15","16","56","5","0","11","186","77","50","49","22","5","9","10","30","17","134"
"ENSG00000166526.18","4721","1579","1108","957","966","921","2619","1739","2788","1733","1713","2777","1014","1627","2188","1686","1312","1625","1341","1203"
"ENSG00000166527.8","2","8","0","2","5","7","0","0","2","11","2","5","2","1","0","0","1","0","1","26"
"ENSG00000166529.15","301","96","105","144","127","67","232","142","259","111","211","214","106","154","234","178","127","174","164","153"
"ENSG00000166530.8","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166532.16","296","40","93","59","26","46","324","56","186","46","368","523","236","356","284","512","138","354","598","1251"
"ENSG00000166535.20","5","1","3","24","1","1","6","1","8","0","4","1","5","1","3","1","2","3","5","9"
"ENSG00000166546.14","35","52","6","12","11","18","47","3","20","13","21","19","9","7","12","6","10","20","10","29"
"ENSG00000166548.17","1119","728","400","578","553","464","1198","777","718","691","1335","1991","513","699","1328","688","518","704","935","1135"
"ENSG00000166557.14","6654","5906","2300","4572","4521","329","7517","4575","5016","4897","3475","1951","1601","4911","4182","5882","4950","3943","3675","4077"
"ENSG00000166558.11","30","1","0","2","0","2","1","0","1","0","0","0","0","0","0","4","2","1","0","1"
"ENSG00000166562.9","1565","2056","737","1331","595","757","2872","2993","1697","2189","2370","2433","1591","2620","3331","3067","2425","2467","2246","2156"
"ENSG00000166569.8","0","1","0","0","0","0","0","1","2","0","0","0","0","1","0","0","1","1","0","1"
"ENSG00000166573.6","2","1","0","0","0","0","0","0","0","0","16","27","9","48","16","15","13","27","37","40"
"ENSG00000166575.17","919","965","617","757","457","347","1008","844","907","778","1702","2567","1991","1077","2573","1228","832","1491","1584","1154"
"ENSG00000166578.10","44","205","5","15","9","23","105","63","65","71","53","30","190","105","165","28","25","66","71","55"
"ENSG00000166579.16","1194","1889","841","494","492","454","2539","2086","1427","1755","2150","2224","1754","1902","2646","1713","1344","2209","1722","1730"
"ENSG00000166582.10","1042","1756","1289","801","656","398","2143","803","1310","1255","1342","2714","796","831","1594","1181","970","1074","837","378"
"ENSG00000166589.13","2","35","15","5","10","5","28","8","7","56","30","206","16","22","21","62","30","49","42","3"
"ENSG00000166592.12","235","211","18","21","66","19","50","37","118","382","268","165","64","114","190","221","94","190","239","248"
"ENSG00000166595.12","2924","3385","1416","1913","2634","1197","4037","2221","4016","2582","2729","3412","1906","2684","3264","3888","2851","2696","2334","2184"
"ENSG00000166596.15","15","7","3","6","3","3","26","13","10","5","20","15","9","10","19","3","12","9","22","6"
"ENSG00000166598.15","35964","66083","15332","20780","10584","15186","47760","44075","42019","50796","23165","19380","12260","27424","28047","16534","13802","20991","30190","29900"
"ENSG00000166603.5","2","0","2","4","2","6","13","1","0","0","16","1","2","4","1","3","1","0","0","1"
"ENSG00000166619.15","4701","2861","1664","2927","2230","1993","7246","3282","8360","3212","4939","5339","2996","5740","5655","3885","3722","4053","3655","3462"
"ENSG00000166634.6","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166664.14","2","24","0","26","0","1","12","9","0","4","12","87","17","9","8","1","8","8","3","6"
"ENSG00000166669.13","790","349","438","14","13","251","1444","506","449","355","389","166","241","282","391","178","133","235","383","276"
"ENSG00000166670.10","32","687","20","61","53","5","130","2","63","113","1","3","8","6","14","1","1","6","9","70"
"ENSG00000166676.17","43","16","18","14","9","20","49","23","22","21","42","44","27","67","40","63","20","78","56","55"
"ENSG00000166681.14","2552","290","2011","149","924","789","3135","2112","1286","1863","2043","1462","989","1700","2363","2163","1234","1177","1959","2531"
"ENSG00000166682.13","115","5","432","189","150","10","101","141","42","20","12","10","14","8","8","8","4","18","15","22"
"ENSG00000166685.12","2441","1664","568","1021","529","718","2103","1616","3013","1672","2473","1621","1169","1924","3080","1360","1300","1969","1592","1501"
"ENSG00000166689.16","1929","2289","854","799","710","700","2744","1798","2187","2160","4973","6354","4671","3704","6640","2375","2219","4720","3618","2423"
"ENSG00000166693.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166704.11","382","16","256","29","141","16","10","8","300","38","436","430","293","396","585","356","321","385","330","277"
"ENSG00000166707.12","56","2","9","4","4","8","19","5","43","10","16","23","17","42","27","28","23","22","14","23"
"ENSG00000166710.21","64840","32009","56945","92242","35598","59248","122373","85268","37523","110704","179761","294803","149177","194053","254849","348578","252316","173249","172993","246236"
"ENSG00000166716.10","3322","2875","1179","1078","1010","535","3543","2255","1715","2863","3953","4378","2282","3325","5200","1953","1673","2891","3403","2553"
"ENSG00000166734.20","3871","3661","2915","2981","1666","1153","6179","5375","3260","5665","5224","3451","3620","5001","6056","5439","4447","3913","5514","3773"
"ENSG00000166736.11","6","32","0","20","1","4","1","0","26","7","52","84","45","262","44","64","13","10","73","88"
"ENSG00000166741.8","1062","845","210","387","585","1003","251","428","1887","1336","1438","1009","575","590","333","414","334","884","3513","1738"
"ENSG00000166743.9","104","11","23","64","9","3","53","26","8","122","36","101","23","47","50","45","33","106","34","124"
"ENSG00000166747.13","3953","5995","2254","3294","1595","2007","6301","4318","3940","5530","7033","7368","5781","6358","9006","4245","3366","5511","6704","4449"
"ENSG00000166750.10","1474","1226","460","637","121","1161","1554","796","598","4799","970","1057","826","1596","959","1344","727","762","1377","2788"
"ENSG00000166762.19","185","24","132","52","13","43","355","208","120","111","139","183","138","70","173","60","62","232","117","95"
"ENSG00000166763.8","12","10","4","1","2","1","65","32","12","62","46","38","40","53","79","21","17","59","16","9"
"ENSG00000166770.11","71","23","16","15","8","14","18","6","65","14","154","194","59","113","118","238","160","83","84","273"
"ENSG00000166780.11","354","200","69","43","177","75","147","37","343","82","690","779","344","342","427","889","326","377","612","1497"
"ENSG00000166783.22","3402","1352","2033","1908","953","1350","5204","4535","2572","3431","5962","5250","3242","4702","6629","3024","1988","3644","4476","4493"
"ENSG00000166787.3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ENSG00000166788.10","744","867","254","429","359","303","870","833","750","824","520","471","333","627","787","657","469","521","583","423"
"ENSG00000166793.13","23","11","5","8","6","7","7","2","28","27","65","44","27","22","57","65","41","46","46","114"
"ENSG00000166794.5","6570","7891","2480","3482","3579","1591","8369","6427","4563","5727","4418","4597","2056","4607","5230","4261","3109","3655","4372","5039"
"ENSG00000166796.12","7","0","4","0","43","0","94","0","96","2","161","5","0","79","100","60","52","1","1","1"
"ENSG00000166797.11","2390","1792","1737","1213","1336","594","2500","1930","2112","1999","3399","3864","2057","2678","3703","3915","3124","2509","2604","1522"
"ENSG00000166800.10","9","3","6","2","2","0","5","1","10","6","13","21","9","11","15","10","4","16","9","7"
"ENSG00000166801.16","2879","1542","1420","1417","561","1485","3309","2599","1138","1769","1419","1553","1061","1567","1814","1021","1157","1650","1759","1589"
"ENSG00000166803.14","317","565","351","184","231","74","604","301","485","322","202","127","119","399","373","230","264","133","298","220"
"ENSG00000166813.16","902","51","71","34","129","70","830","178","252","98","258","124","152","169","275","149","67","191","250","319"
"ENSG00000166816.15","48","1264","166","204","134","127","914","502","160","504","6342","2715","5845","2068","6275","2631","1836","3954","6125","1356"
"ENSG00000166819.12","136","5","39","10","6","8","90","27","12","16","313","1251","145","35","306","55","80","58","647","3108"
"ENSG00000166821.9","1010","440","437","548","304","54","1304","676","592","410","2435","1716","1501","1094","2314","1488","1283","1194","1409","732"
